meterName,armSkuName,tier,size,family,MemoryPreservingMaintenanceSupported,HyperVGenerations,CpuArchitectureType,LowPriorityCapable,PremiumIO,ACUs,EphemeralOSDiskSupported,EncryptionAtHostSupported,CapacityReservationSupported,AcceleratedNetworkingEnabled,RdmaEnabled,MaxNetworkInterfaces,UltraSSDAvailable,unit,os,unitPricePerUnit,armSkuName,numberOfCores,osDiskSizeInMB,memoryInMB,maxDataDiskCount
D4ds v4,Standard_D4ds_v4,Standard,D4ds_v4,standardDDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,2,TRUE,100,Windows,"0,31083",Standard_D4ds_v4,4,1047552,16384,8
D4ds v4,Standard_D4ds_v4,Standard,D4ds_v4,standardDDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,2,TRUE,100,Windows,"0,31083",Standard_D4ds_v4,4,1047552,16384,8
B2ms,Standard_B2ms,Standard,B2ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,3,TRUE,100,Windows,"0,07397",Standard_B2ms,2,1047552,8192,4
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
B1ms,Standard_B1ms,Standard,B1ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,2,TRUE,100,Linux,"0,01716",Standard_B1ms,1,1047552,2048,2
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
F4s v2 Low Priority,Standard_F4s_v2,Standard,F4s_v2,standardFSv2Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,2,TRUE,100,Linux,"0,02353",Standard_F4s_v2,4,1047552,8192,8
F4s v2 Low Priority,Standard_F4s_v2,Standard,F4s_v2,standardFSv2Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,2,TRUE,100,Linux,"0,02353",Standard_F4s_v2,4,1047552,8192,8
F4s v2 Low Priority,Standard_F4s_v2,Standard,F4s_v2,standardFSv2Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,2,TRUE,100,Linux,"0,02353",Standard_F4s_v2,4,1047552,8192,8
F4s v2 Low Priority,Standard_F4s_v2,Standard,F4s_v2,standardFSv2Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,2,TRUE,100,Linux,"0,02353",Standard_F4s_v2,4,1047552,8192,8
B2s,Standard_B2s,Standard,B2s,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,3,TRUE,100,Linux,"0,03419",Standard_B2s,2,1047552,4096,4
E8 v3/E8s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E8_v3,8,1047552,65536,16
D2s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D2s_v3,2,1047552,8192,4
D2s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D2s_v3,2,1047552,8192,4
F4s v2 Low Priority,Standard_F4s_v2,Standard,F4s_v2,standardFSv2Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,2,TRUE,100,Linux,"0,02353",Standard_F4s_v2,4,1047552,8192,8
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D16 v3/D16s v3 Low Priority,Standard_D16_v3,Standard,D16_v3,standardDv3Family,TRUE,V1,x64,TRUE,FALSE,160,FALSE,FALSE,TRUE,TRUE,FALSE,8,null,10,Linux,"0,13",Standard_D16_v3,16,1047552,65536,32
D16 v3/D16s v3 Low Priority,Standard_D16_v3,Standard,D16_v3,standardDv3Family,TRUE,V1,x64,TRUE,FALSE,160,FALSE,FALSE,TRUE,TRUE,FALSE,8,null,10,Linux,"0,13",Standard_D16_v3,16,1047552,65536,32
D16 v3/D16s v3 Low Priority,Standard_D16_v3,Standard,D16_v3,standardDv3Family,TRUE,V1,x64,TRUE,FALSE,160,FALSE,FALSE,TRUE,TRUE,FALSE,8,null,10,Linux,"0,13",Standard_D16_v3,16,1047552,65536,32
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
E8 v3/E8s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E8_v3,8,1047552,65536,16
E8 v3/E8s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E8_v3,8,1047552,65536,16
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
E4s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E4s_v3,4,1047552,32768,8
E4s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E4s_v3,4,1047552,32768,8
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
F32s v2 Low Priority,Standard_F32s_v2,Standard,F32s_v2,standardFSv2Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Linux,"0,18785",Standard_F32s_v2,32,1047552,65536,32
DS3 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS3_v2,4,1047552,14336,16
DS3 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS3_v2,4,1047552,14336,16
DS4 v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS4_v2,8,1047552,28672,32
DS4 v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS4_v2,8,1047552,28672,32
F4s v2 Low Priority,Standard_F4s_v2,Standard,F4s_v2,standardFSv2Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,2,TRUE,100,Linux,"0,02353",Standard_F4s_v2,4,1047552,8192,8
F4s v2 Low Priority,Standard_F4s_v2,Standard,F4s_v2,standardFSv2Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,2,TRUE,100,Linux,"0,02353",Standard_F4s_v2,4,1047552,8192,8
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
DS4 v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS4_v2,8,1047552,28672,32
DS4 v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS4_v2,8,1047552,28672,32
DS4 v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS4_v2,8,1047552,28672,32
DS4 v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS4_v2,8,1047552,28672,32
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
D2s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D2s_v3,2,1047552,8192,4
D2s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D2s_v3,2,1047552,8192,4
D2s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D2s_v3,2,1047552,8192,4
D2s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D2s_v3,2,1047552,8192,4
F2s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F2s_v2,2,1047552,4096,4
F2s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F2s_v2,2,1047552,4096,4
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
B8ms,Standard_B8ms,Standard,B8ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,4,TRUE,10,Windows,"0,2964",Standard_B8ms,8,1047552,32768,16
B8ms,Standard_B8ms,Standard,B8ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,4,TRUE,10,Windows,"0,2964",Standard_B8ms,8,1047552,32768,16
B2s,Standard_B2s,Standard,B2s,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,3,TRUE,100,Linux,"0,03419",Standard_B2s,2,1047552,4096,4
B2s,Standard_B2s,Standard,B2s,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,3,TRUE,100,Linux,"0,03419",Standard_B2s,2,1047552,4096,4
B2s,Standard_B2s,Standard,B2s,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,3,TRUE,100,Linux,"0,03419",Standard_B2s,2,1047552,4096,4
B2s,Standard_B2s,Standard,B2s,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,3,TRUE,100,Linux,"0,03419",Standard_B2s,2,1047552,4096,4
B2s,Standard_B2s,Standard,B2s,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,3,TRUE,100,Linux,"0,03419",Standard_B2s,2,1047552,4096,4
B2s,Standard_B2s,Standard,B2s,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,3,TRUE,100,Linux,"0,03419",Standard_B2s,2,1047552,4096,4
DS3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS3,4,1047552,14336,16
DS3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS3,4,1047552,14336,16
DS3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS3,4,1047552,14336,16
DS3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS3,4,1047552,14336,16
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
F4s v2 Low Priority,Standard_F4s_v2,Standard,F4s_v2,standardFSv2Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,2,TRUE,100,Linux,"0,02353",Standard_F4s_v2,4,1047552,8192,8
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
E16as v4 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16as_v4,16,1047552,131072,32
E16as v4 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16as_v4,16,1047552,131072,32
E16as v4 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16as_v4,16,1047552,131072,32
E16as v4 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16as_v4,16,1047552,131072,32
E16as v4 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16as_v4,16,1047552,131072,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
E8s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E8s_v3,8,1047552,65536,16
E8s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E8s_v3,8,1047552,65536,16
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
B4ms,Standard_B4ms,Standard,B4ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,4,TRUE,10,Linux,"0,1365",Standard_B4ms,4,1047552,16384,8
DS2 v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS2_v2,2,1047552,7168,8
D2s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D2s_v3,2,1047552,8192,4
F32s v2 Low Priority,Standard_F32s_v2,Standard,F32s_v2,standardFSv2Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Linux,"0,18785",Standard_F32s_v2,32,1047552,65536,32
F32s v2 Low Priority,Standard_F32s_v2,Standard,F32s_v2,standardFSv2Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Linux,"0,18785",Standard_F32s_v2,32,1047552,65536,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
D8 v3/D8s v3 Low Priority,Standard_D8_v3,Standard,D8_v3,standardDv3Family,TRUE,V1,x64,TRUE,FALSE,160,FALSE,FALSE,TRUE,TRUE,FALSE,4,null,100,Linux,"0,06461",Standard_D8_v3,8,1047552,32768,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
B8ms,Standard_B8ms,Standard,B8ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,4,TRUE,10,Windows,"0,2964",Standard_B8ms,8,1047552,32768,16
B16ms,Standard_B16ms,Standard,B16ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,10,Linux,"0,5486",Standard_B16ms,16,1047552,65536,32
B16ms,Standard_B16ms,Standard,B16ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,10,Linux,"0,5486",Standard_B16ms,16,1047552,65536,32
B16ms,Standard_B16ms,Standard,B16ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,10,Linux,"0,5486",Standard_B16ms,16,1047552,65536,32
B16ms,Standard_B16ms,Standard,B16ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,10,Linux,"0,5486",Standard_B16ms,16,1047552,65536,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
DS3 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS3_v2,4,1047552,14336,16
DS3 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS3_v2,4,1047552,14336,16
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
